winner,loser,m_winner,m_loser,s_winner,s_loser,b_winner,b_loser
Riske A.,Cirstea S.,1.912031926043189,1.8180796311631082,0.45347371124038544,0.40912506690792133,1.83,1.83
Flipkens K.,Bertens K.,1.850915817454275,2.6064482909903677,0.41188119132318285,0.36704502753939666,1.36,3.2
Larsson J.,Siniakova K.,1.7887880872653346,2.0120428061880196,0.41330445144813854,0.4055468859734055,1.57,2.37
Riske A.,Flipkens K.,1.912031926043189,1.850915817454275,0.45347371124038544,0.41188119132318285,1.72,2.1
Cibulkova D.,Buzarnescu M.,2.227971204198411,2.2284724337251056,0.41003141015265626,0.3958405207753382,2.1,1.72
Pavlyuchenkova A.,Barty A.,2.2575599006218723,2.8387840136340765,0.4011557245832399,0.4061517301450046,1.72,2.1
Larsson J.,Riske A.,1.8868311403418296,2.1117055446204285,0.40489115221122224,0.43172148494015566,2.5,1.53
Pavlyuchenkova A.,Cibulkova D.,2.3705269536938136,2.3187748737660687,0.39267711369687974,0.40176084660188316,1.9,1.9
Kontaveit A.,Brengle M.,2.5661038556367974,0.9971133672976296,0.37247778558674727,0.5172930509852577,1.16,5.0
Strycova B.,Nara K.,2.062659157588047,0.958371330757098,0.4243634583504608,0.5611125705087417,1.44,2.75
Svitolina E.,Tomljanovic A.,3.588767726749119,1.7024406825812561,0.37665284283552586,0.4370966118636199,1.07,10.0
Makarova E.,Zheng S.,2.2632812795846426,0.7863168217831992,0.44762372609177803,0.6668270544002542,1.57,2.37
Martic P.,Wang Y.,2.4160265491908124,3.1788503215825314,0.43219066326085415,0.8733836381309316,1.22,4.33
Brady J.,Hesse A.,1.125176060356038,0.1512271298091268,0.5331572195379911,0.8553936782308836,1.2,4.5
Cornet A.,Errani S.,2.066134237532727,1.9039758311261814,0.4179414520403661,0.44249291616460856,2.0,1.8
Stephens S.,Rus A.,2.7412766209466732,1.3769452607850141,0.39092239264224526,0.6081802603865691,1.25,4.0
Wang Q.,Williams V.,1.962479157377834,2.889366228087248,0.42029559835671326,0.4287974263117774,2.75,1.4
Kuzmova V.,Schiavone F.,1.4902385484110896,1.1464328148286713,0.6415439163602027,0.6256365608401773,1.5,2.62
Putintseva Y.,Konta J.,1.323283502399703,2.4735286874422835,0.4232047945977023,0.40657797108679844,3.4,1.33
Diyas Z.,Linette M.,1.728338747939513,1.123089857949345,0.4264790512356492,0.44464413413280546,1.8,2.0
Kozlova K.,Ostapenko J.,1.1856067176379392,2.5998229954339207,0.5104409757581174,0.3881603124283263,8.0,1.1
Frech M.,Alexandrova E.,-0.5495024348039796,1.2745655494304788,0.9157983533422756,0.5499555631750473,2.0,1.8
Arruabarrena L.,Babos T.,1.4229221919319077,1.7188219830351688,0.41519136655936817,0.3940992275919269,2.2,1.66
Dolehide C.,Golubic V.,2.3673683320144434,1.0139667832644845,0.6975010212727909,0.5653708775653357,2.0,1.8
Giorgi C.,Min G.,2.3615221032949947,0.11120472028920776,0.4316058712637324,0.8651918089470702,1.22,4.33
Osaka N.,Kenin S.,2.8110639580060335,1.6619221135135749,0.3973197950175388,0.5535669970877151,1.22,4.33
Suarez Navarro C.,Konjuh A.,2.449066107358013,2.144433092197854,0.40904534814958265,0.599900186087848,1.2,4.5
Kvitova P.,Cepede Royg V.,3.384054578978882,1.1331853632602953,0.37762152452047665,0.46799720900199104,1.1,8.0
Sakkari M.,Minella M.,2.117711417049289,0.4546506811752269,0.3936538017589432,0.683655806778417,1.2,4.5
Siniakova K.,Azarenka V.,1.915105820809681,3.0817700610354866,0.3995443276270747,0.5070893380630143,2.75,1.44
Peterson R.,Hsieh S.W.,1.1122425170000048,2.0693105257751685,0.5583200114307857,0.4051266603480651,1.66,2.2
Duque-Marino M.,Sevastova A.,1.067727140349582,2.634882729283287,0.6297369542828017,0.3917312862784262,3.2,1.36
Keys M.,Vickery S.,2.5329797442466773,1.5756475281925744,0.4155288885097258,0.4908767567394555,1.16,5.0
Buzarnescu M.,King V.,2.1419399689690666,1.3198007463341486,0.39010409600669804,0.822572636019448,1.11,7.0
Kasatkina D.,Kanepi K.,2.7283836156026053,1.9609307078309277,0.3571229062977589,0.5186486943267946,1.44,2.75
Dulgheru A.,Mchale C.,1.1121591943654126,1.3857056278442623,0.7224883443587842,0.4280854568890256,1.9,1.9
Parmentier P.,Paquet C.,1.7996001594609972,0.3288128408297653,0.44375705375966096,1.0895611436149386,1.3,3.5
Garcia Perez G.,Jakupovic D.,-1.979689496562116,1.1511959686614006,1.5915854171935933,0.6111807700928935,2.37,1.57
Petkovic A.,Mladenovic K.,1.0912401522516995,1.6774211925910354,0.4949873023423642,0.407886706471085,2.1,1.72
Flipkens K.,Maria T.,1.8891017539734938,0.48852430329499735,0.3945425350747015,0.4909528907514891,1.28,3.75
Wozniacki C.,Collins D.,3.1215583355026633,2.3080248804854855,0.37976535645882825,0.47273507791307773,1.25,4.0
Bencic B.,Chiesa D.,1.5465286149068158,-0.9046967881559488,0.584429187163847,2.1036437423215393,1.72,2.1
Vandeweghe C.,Siegemund L.,2.5231980584025195,1.9164302651817353,0.42744906479496425,0.5077827309534455,1.57,2.37
Rybarikova M.,Kumkhum L.,1.9542763529735119,1.6308923354728375,0.4361447481902319,0.6333094389394679,1.36,3.2
Tsurenko L.,Voegele S.,1.8713751911061303,1.7486611530424512,0.42549124383472364,0.46762443979291773,2.1,1.72
Vekic D.,Bondarenko K.,1.601199140099218,1.2219664558926155,0.4068391156896505,0.5022293577542399,1.28,3.75
Pliskova Ka.,Krejcikova B.,3.405456204925678,1.5580788012425315,0.3723998059700503,0.7245647107370075,1.1,8.0
Watson H.,Dodin O.,1.194945215837997,1.1379939760263706,0.4691825157196616,0.5371846209638509,2.0,1.8
Safarova L.,Ponchet J.,2.0926790908510218,-0.6436187404217041,0.5130262990950507,2.144363613019981,1.16,5.0
Pera B.,Vesnina E.,1.9890868847649157,1.8645096295700851,0.5404615418777579,0.426277741220377,1.9,1.9
Ferro F.,Witthoeft C.,-2.5307250433330126,1.29817231185081,1.6088181701351951,0.44799047824084987,3.0,1.4
Mattek-Sands B.,Larsson J.,1.2213206105955712,1.9994358376357042,0.621494324336987,0.3980739262429709,3.0,1.4
Muguruza G.,Kuznetsova S.,2.7712420280178947,1.8985870515255332,0.3869586769241782,0.4619196378821771,1.3,3.5
Stosur S.,Wickmayer Y.,1.709054198632165,1.6134489285247193,0.39385003590761286,0.5967127705228403,1.3,3.5
Gavrilova D.,Cirstea S.,2.2055008464577237,1.7484724387642487,0.3945845971845357,0.40376413072501155,1.53,2.5
Begu I.,Schmiedlova A.,1.9130824713224839,1.545785183034919,0.3907422505209718,0.5405890497052618,1.53,2.5
Zhang S.,Kucova K.,1.7573635479273575,0.545665163185336,0.3788259347080387,0.6622832225395577,1.2,4.5
Sharapova M.,Hogenkamp R.,2.944209445074591,0.6235836032975921,0.4138437964850056,0.6108489826810034,1.08,9.0
Mertens E.,Lepchenko V.,2.8951804104121455,1.426219382098762,0.3952209943743003,0.47592079069182447,1.12,6.0
Van Uytvanck A.,Wallace I.,1.5925606082711394,0.0,0.43017879874184756,2.5,1.08,9.0
Pavlyuchenkova A.,Hercog P.,2.4542426185550834,1.6198249440282346,0.38791501966976555,0.4420016422931532,1.53,2.5
Williams S.,Pliskova Kr.,3.440422754362106,2.0151973779151047,0.6547625428697594,0.3810228655945856,1.5,2.62
Sasnovich A.,Allertova D.,2.1264904759595713,1.5070868432812141,0.4324311141739184,0.5525953978617647,1.66,2.2
Bertens K.,Sabalenka A.,2.5035063166253373,2.0916586497605376,0.3630960284080529,0.4349087039344421,1.22,4.33
Garcia C.,Duan Y.Y.,3.006004451315993,1.2660988684838617,0.35980752455145015,0.534991129769795,1.05,12.0
Barty A.,Vikhlyantseva N.,2.7294218955817033,1.4539405331446882,0.3992978056434744,0.4575162883029123,1.4,3.0
Goerges J.,Cibulkova D.,2.715923186641553,2.230128308940065,0.38513065413030745,0.3962171030692884,1.8,2.0
Peng S.,Krunic A.,1.5986684198064476,1.7116479759587186,0.4959268003665392,0.40946355206080903,2.75,1.44
Kerber A.,Barthel M.,3.239303342425004,1.4351646155255744,0.3866011327466707,0.42080898034114084,1.25,4.0
Townsend T.,Georges M.,1.1762883034266491,0.6272260996810525,0.5951826356805746,1.1928697969888382,1.22,4.33
Bogdan A.,Vondrousova M.,1.8841718258226254,2.1357610717740263,0.4647502446123224,0.48222641291336765,2.75,1.44
Halep S.,Riske A.,3.5534264981889803,1.981137889417083,0.37288212809545884,0.42157027026007193,1.08,9.0
Kvitova P.,Arruabarrena L.,3.4109229093391478,1.5163385479306921,0.3773993660452482,0.40661437587812466,1.11,7.0
Buzarnescu M.,Peterson R.,2.187985493424062,1.3388685325297303,0.38712766140219723,0.5296955822418813,1.66,2.2
Osaka N.,Diyas Z.,2.8445392772701017,1.7770935930976905,0.3942583767869937,0.4208933260698757,1.36,3.2
Kontaveit A.,Dulgheru A.,2.591164585690725,1.3877813965850025,0.37266764174009787,0.6765645548104336,1.12,6.0
Svitolina E.,Kuzmova V.,3.619221085499448,1.6750419383151536,0.3767731784887838,0.6128297515500091,1.08,9.0
Strycova B.,Makarova E.,2.113995118615217,2.304431826344623,0.42018960979875286,0.4437580255049508,1.9,1.9
Siniakova K.,Kozlova K.,2.047557920722955,1.4264871564944224,0.3911310531524252,0.489512994257744,1.3,3.5
Keys M.,Dolehide C.,2.5968342366114627,2.446661401799481,0.4097038160089804,0.6731780765989469,1.28,3.75
Putintseva Y.,Brady J.,1.4794051681102363,1.2146555643975034,0.41245910342350617,0.5220878179306729,1.53,2.5
Wang Q.,Martic P.,2.105119120282896,2.5395894965842665,0.4108035721399907,0.42642516093002264,2.62,1.5
Parmentier P.,Cornet A.,1.8359978324457855,2.157767623822035,0.4403543547273977,0.411290128600271,2.75,1.44
Giorgi C.,Duque-Marino M.,2.393117332700443,1.4412762040806002,0.4300479650043106,0.5847011559715435,1.5,2.62
Wozniacki C.,Garcia Perez G.,3.176700593443381,-0.10838185459392255,0.3767832381638361,0.9508113907594281,1.08,9.0
Stephens S.,Frech M.,2.7726398143840294,0.13010452517655482,0.3901064616707679,0.7633603295781933,1.14,5.5
Sakkari M.,Suarez Navarro C.,2.1466964237108277,2.5269276222403376,0.3916446003414745,0.40341221304561636,2.62,1.44
Kasatkina D.,Flipkens K.,2.7728025595456973,1.9238638143625317,0.35500935039369874,0.391653516164341,1.12,6.0
Gavrilova D.,Pera B.,2.274781762109689,2.1359611944906303,0.3901137858231679,0.5238999989547864,1.9,1.9
Muguruza G.,Ferro F.,2.8320919225592323,-0.3376347530614585,0.38352112940437755,0.9047877359842527,1.04,13.0
Rybarikova M.,Bencic B.,2.038077405538947,1.5787289019282695,0.42942950900895605,0.5806123064961325,1.44,2.75
Stosur S.,Pavlyuchenkova A.,1.7908720762548995,2.5116617948291036,0.38820813982622315,0.3846734450757606,2.2,1.66
Mertens E.,Watson H.,2.9211035746642873,1.294967216547306,0.39344129600731054,0.45793353670497977,1.12,6.0
Petkovic A.,Mattek-Sands B.,1.2578252820944533,1.4832076726937165,0.4778547829222418,0.5821367544812663,1.61,2.3
Pliskova Ka.,Safarova L.,3.427511266197017,2.111024645691889,0.37335148165160126,0.5116962517623163,1.28,3.75
Sharapova M.,Vekic D.,2.971787220918798,1.6965266502412562,0.41291233619058504,0.4001418484190745,1.3,3.5
Tsurenko L.,Vandeweghe C.,1.9509328814936253,2.59067357400657,0.41840831523300676,0.42195967997767386,2.75,1.44
Halep S.,Townsend T.,3.578559966841137,1.2948636892731837,0.3704984885462806,0.5796258370266385,1.07,10.0
Bertens K.,Sasnovich A.,2.5636406345634977,2.1924663301568206,0.3601176901163066,0.42562002770341706,1.12,6.0
Kerber A.,Bogdan A.,3.2712819035786453,2.008655641995925,0.3852718456208655,0.4531116776521698,1.14,5.5
Garcia C.,Peng S.,3.022512738974536,1.7411347081010498,0.3596264299306448,0.4800462126247395,1.16,5.0
Begu I.,Zhang S.,1.9795079881036055,1.7883192360929827,0.38578608370881184,0.37630537849830925,1.66,2.2
Williams S.,Barty A.,3.5348456283512264,2.7816499980031377,0.6346701044051757,0.39602677504442996,2.0,1.8
Goerges J.,Van Uytvanck A.,2.767912234506309,1.620049753256333,0.38041549780433426,0.42957159322360505,1.44,2.75
Kasatkina D.,Sakkari M.,2.8238282238036057,2.2500879277029227,0.35296005299062905,0.3855591608204526,1.28,3.75
Keys M.,Osaka N.,2.6675175586684805,2.895320119533584,0.404358933781973,0.390682291906402,1.61,2.3
Putintseva Y.,Wang Q.,1.5575603607267559,2.2165585372372307,0.40566745825600997,0.4024284542644728,2.2,1.66
Strycova B.,Siniakova K.,2.2094964468017317,2.1086538001271293,0.41132675924335915,0.3867679782154547,1.9,1.9
Buzarnescu M.,Svitolina E.,2.231731789430109,3.6373082314353464,0.38353551354081794,0.3760132808751197,5.0,1.16
Wozniacki C.,Parmentier P.,3.1940557610826605,1.9592594937141339,0.3784398256200697,0.43016961790589237,1.11,7.0
Stephens S.,Giorgi C.,2.8071752182922,2.47189929720696,0.39114750350555916,0.425976535110087,1.53,2.5
Kontaveit A.,Kvitova P.,2.6159481150683077,3.4475003929285726,0.371919049794458,0.3775094629420686,3.2,1.36
Muguruza G.,Stosur S.,2.8415431491809855,1.9055429766704992,0.38479686927984835,0.3808798214416695,1.3,3.5
Tsurenko L.,Rybarikova M.,2.080121768001146,2.113602107906069,0.40924590829489915,0.42246450047761297,2.1,1.72
Sharapova M.,Pliskova Ka.,3.0229253693687896,3.452002798368565,0.40889998249841275,0.37156586374667183,1.8,2.0
Mertens E.,Gavrilova D.,2.943664022691545,2.3643488733202322,0.3915657323335537,0.38521313502558124,1.33,3.4
Halep S.,Petkovic A.,3.5854563821964764,1.3869447540552735,0.36998433416367166,0.4644256092263441,1.07,10.0
Garcia C.,Begu I.,3.0506942406884505,2.052424017241361,0.3581993531098844,0.38074049535260907,1.33,3.4
Kerber A.,Bertens K.,3.3002267025235823,2.623957884637806,0.38241611715122165,0.35703220274765973,2.1,1.72
Williams S.,Goerges J.,3.6596469911359617,2.810269252499198,0.6110809160470635,0.3777790198594884,1.61,2.3
Keys M.,Buzarnescu M.,2.7591963616460986,2.37733638975217,0.3976670473703119,0.3769746935008247,1.57,2.37
Putintseva Y.,Strycova B.,1.6762475109628543,2.2925723973162713,0.39701633940712333,0.4038950737101807,2.62,1.5
Stephens S.,Kontaveit A.,2.8711775927275403,2.7210120189062144,0.38524233182595435,0.3652081145202598,2.0,1.8
Halep S.,Mertens E.,3.603623432851942,3.0007550597413237,0.36970473977920065,0.38783204081078554,1.2,4.5
Kasatkina D.,Wozniacki C.,2.859893276785821,3.2237453052550333,0.35128484763274226,0.3772760577585938,2.2,1.66
Kerber A.,Garcia C.,3.3512344617509116,3.092756349195677,0.3792076247690841,0.35628094066390537,1.8,2.0
Sharapova M.,Williams S.,3.126043809525811,3.7733101178904818,0.4026263624709769,0.5922133724408594,2.1,1.72
Muguruza G.,Tsurenko L.,2.884044884626784,2.1654521220142158,0.3814029155281886,0.4018008315627259,1.12,6.0
Keys M.,Putintseva Y.,2.829311936746764,1.7902076960753601,0.39268830719971143,0.38947960861118563,1.28,3.75
Stephens S.,Kasatkina D.,2.9476956438027866,2.939329236860078,0.38078125249401856,0.34663672600967976,1.8,2.0
Halep S.,Kerber A.,3.6570817698227347,3.4197340129208937,0.3669767450378987,0.37538277193800296,1.4,3.0
Muguruza G.,Sharapova M.,2.9359053997551308,3.2368605551889966,0.3780748401863531,0.3973357944398902,1.72,2.1
Halep S.,Muguruza G.,3.7166645207678464,3.0239720941224895,0.3628694259012682,0.37228386174616995,2.0,1.8
Stephens S.,Keys M.,3.02190945796522,2.8737754594650826,0.3761490778736164,0.38941629591607724,1.5,2.62
Halep S.,Stephens S.,3.760803977178669,3.089773187518267,0.36074474242824556,0.37229308724758015,1.4,3.0
Van Uytvanck A.,Hogenkamp R.,1.5790841607827115,0.5885508459644162,0.43337027334200645,0.6115681673172225,1.28,3.5
Schoofs B.,Witthoeft C.,1.9358662534934594,1.0679509953204778,1.7719876505872807,0.45136197301116177,3.0,1.36
Vandeweghe C.,Sasnovich A.,2.4870569722888267,2.110892358317128,0.4213245036154556,0.42705988821598506,1.25,3.75
Rus A.,Alexandrova E.,1.321638798585104,1.0088323992272672,0.6045148753891703,0.543344213608086,2.2,1.61
Osaka N.,Vickery S.,2.8144429019928463,1.521184266194303,0.39310052817027114,0.4921218035058939,6.0,1.12
Frech M.,Zheng S.,0.09706037327481658,0.6859527076841695,0.7579206360814352,0.6543567864959173,1.28,3.5
Jakupovic D.,Giorgi C.,0.806668706076945,2.3944490095044513,0.5982796517982149,0.4255972495859187,1.28,3.5
Allertova D.,Ahn K.,1.399427470489425,1.1977992739643946,0.5446356082835404,0.6739818995901439,1.22,4.0
Lapko V.,Fett J.,1.8032511745314996,1.2882607660751781,0.6797170002433152,0.5433864204476753,2.1,1.66
Falconi I.,Rodionova Ar.,0.2598641172527224,0.6749842663391614,0.7172257414807266,0.6486208749530424,2.1,1.66
Duan Y.Y.,Savinykh V.,1.2233588635469106,0.9254389537853687,0.5360871196513662,1.438316178775784,3.0,1.36
Rybarikova M.,Ruse E.G.,2.021444014424306,1.211352470287243,0.421841329106314,0.9413672726353893,1.33,3.25
Kudermetova V.,Kontaveit A.,2.225516700127155,2.659181965038973,1.2551374863706164,0.3693883499245464,1.53,2.37
Kuzmova V.,Melnikova M.,1.6174420248050723,-0.8580662512741332,0.6081526189673485,1.1576429792295944,1.2,4.33
Krunic A.,Grammatikopoulou V.,1.6252317683017607,-0.12476200309659602,0.4154245219445449,0.9986308338256428,2.75,1.4
Bencic B.,Martincova T.,1.444727456292773,0.35349288305146515,0.5676310684056151,0.6398068964119508,1.2,4.33
Stollar F.,Zhang S.,1.7107714200873299,1.7181957481434795,0.6199500054340648,0.3834206788671759,1.2,4.33
Sabalenka A.,Vondrousova M.,1.9991926675257412,2.0033633865330684,0.438846475861081,0.4784431193317389,1.16,5.0
Lottner A.,Blinkova A.,0.5989808718995416,1.0434669520975033,0.6848124665152892,0.5782454977840782,3.0,1.36
Flipkens K.,Kalinskaya A.,1.8754540611994377,0.2893806738077824,0.4000630495442229,0.7866992094489653,2.37,1.53
Bertens K.,Vikhlyantseva N.,2.568783299836204,1.388799679378694,0.36363535396907204,0.4641094691025209,1.25,3.75
Riske A.,Maria T.,1.9855013953196918,0.4678780552956218,0.42985655476463597,0.48895678356789063,2.0,1.72
Tomljanovic A.,Pliskova Kr.,1.691586054238725,1.9824940116334038,0.44891305554422095,0.3931129395623377,1.83,1.83
Mertens E.,Hercog P.,2.9578970192641085,1.55211861956232,0.3897781061962435,0.4461325771776973,5.0,1.16
Watson H.,Lao D.,1.2616707662016236,0.3005563214675819,0.462824687516249,1.1107022259093682,1.61,2.3
Buzarnescu M.,Cepede Royg V.,2.3126539060548112,1.102218472006586,0.3803491404269241,0.4776827970267387,1.44,2.75
Diyas Z.,Stosur S.,1.7213698414223046,1.8581010264726445,0.4276622349967178,0.3868718263754798,2.0,1.72
Barthel M.,Swan K.,1.3905276445534123,-1.3654921787382863,0.4320480869424942,2.031231345040606,1.53,2.5
Barty A.,Voegele S.,2.716146041525629,1.6603397492455725,0.4026023612448514,0.46789853321208696,3.25,1.36
Vekic D.,Taylor G.,1.664763541070891,0.0,0.4086058874464226,2.5,1.72,2.1
Boulter K.,Wickmayer Y.,-1.4278765306251977,1.4550182935842868,1.8529849531221323,0.5815443168231922,1.8,2.0
Konta J.,Nara K.,2.340604543545135,0.8816036346632761,0.41229587598215944,0.5584741151262452,1.2,4.33
Krunic A.,Schoofs B.,1.6563420185598432,2.7172165285880996,0.41229947099520897,1.4626922731704248,2.0,1.72
Vandeweghe C.,Rus A.,2.5605720752037726,1.4686869330119603,0.4141173590582473,0.579809063626808,5.5,1.14
Kudermetova V.,Bencic B.,2.9862203702924854,1.5283377398059692,1.048089379044038,0.5516682404906275,2.1,1.66
Kuzmova V.,Van Uytvanck A.,1.6560011142700726,1.6281651316147427,0.5994871672042632,0.4274616537207028,1.72,2.0
Buzarnescu M.,Falconi I.,2.3537051907243236,0.5522609779487884,0.37634591885236024,0.6660221920712766,1.5,2.5
Barthel M.,Rybarikova M.,1.4259468011255814,2.076915212610349,0.43090160090799107,0.4174640578528758,1.25,3.75
Jakupovic D.,Frech M.,1.152115213175476,0.4046192924130127,0.5608635161313738,0.6898841343713731,1.1,7.0
Osaka N.,Allertova D.,2.8483353074400735,1.51049699353566,0.3899835512501294,0.5264950494846314,1.28,3.5
Riske A.,Stollar F.,2.029129115052586,1.9047809023170734,0.42582747092950046,0.5904474488858483,1.5,2.5
Vekic D.,Lapko V.,1.702747125007631,1.9778601522194015,0.40868807927145556,0.6495256018235059,1.53,2.37
Boulter K.,Stosur S.,0.7334385680956128,1.7590495343789556,1.106263357320976,0.38159957588876525,1.44,2.62
Konta J.,Watson H.,2.3763201915159353,1.32729915686587,0.40913936395852396,0.4575745813064957,1.1,6.5
Barty A.,Duan Y.Y.,2.7594920680739525,1.3145431396176417,0.3988891409130248,0.526785940230297,1.25,3.75
Flipkens K.,Bertens K.,1.9091518386659971,2.612334726105453,0.39924393140098513,0.36268596955251153,2.5,1.5
Sabalenka A.,Tomljanovic A.,2.097791316251215,1.8151739176914998,0.4307874576979213,0.43893566150797586,1.12,6.0
Lottner A.,Mertens E.,0.8873143490370581,2.9944791269334328,0.6394759251406158,0.3886789748565911,1.28,3.5
Krunic A.,Kudermetova V.,1.7539080187552099,3.20278608014085,0.4078115323969548,0.9787775011255139,3.5,1.28
Vandeweghe C.,Riske A.,2.607726302946381,2.1144157124789675,0.4098554114829183,0.41786720511765385,1.8,1.9
Flipkens K.,Sabalenka A.,1.9091518386659971,2.097791316251215,0.39924393140098513,0.4307874576979213,1.25,3.75
Kuzmova V.,Lottner A.,1.829174129709146,0.8873143490370581,0.5714795826001199,0.6394759251406158,1.57,2.25
Vekic D.,Barthel M.,1.796567820027301,1.5592706274109085,0.40056732755819835,0.4198403808456082,2.37,1.53
Barty A.,Boulter K.,2.791708892115082,1.5058131598846163,0.39512590818052173,0.920372710704981,1.22,4.0
Konta J.,Jakupovic D.,2.4181824186752157,1.2600841957935378,0.4034706175867716,0.5450728634054466,1.12,6.0
Osaka N.,Buzarnescu M.,2.882373870455881,2.37048910981303,0.38755045806120714,0.3753955328419142,1.61,2.25
Krunic A.,Vandeweghe C.,1.8794778476350167,2.6723632892836573,0.3998645470782398,0.40287940538819905,1.08,8.0
Flipkens K.,Kuzmova V.,2.1015702843682518,1.9483170452457848,0.3824185423487277,0.551492694182458,1.12,6.0
Barty A.,Osaka N.,2.827440317160261,2.9405088338006187,0.39201682546006844,0.3820656457802759,1.4,3.0
Konta J.,Vekic D.,2.4563668330622184,1.8670197194867617,0.3987960765677557,0.3933178249795143,1.61,2.3
Krunic A.,Flipkens K.,2.000694583040878,2.1705360372218503,0.39079386482784717,0.37702661405823323,1.4,3.0
Barty A.,Konta J.,2.9112421701129607,2.5172917541768114,0.3854001260791916,0.39285976617913426,1.72,2.1
Mladenovic K.,Siniakova K.,1.5709069091608088,2.0254598081010142,0.42144624831413746,0.3978579055864896,1.83,1.83
Gavrilova D.,Cibulkova D.,2.280485819842333,2.171576992592468,0.395602136179565,0.41050842369452634,2.62,1.44
Osaka N.,Boulter K.,2.8626839171222422,1.3322122155815066,0.3757133079724971,0.8637524903817014,1.16,5.0
Rybarikova M.,Pliskova Ka.,1.9524164506740591,3.381923779757435,0.41177761052121037,0.38068876074685404,2.5,1.5
Stosur S.,Vondrousova M.,1.658765694751796,1.888425776623609,0.37984301673596055,0.4696328346533085,2.5,1.5
Maria T.,Kontaveit A.,0.43924129059590455,2.571820558189621,0.4869557479898178,0.3699769641901599,1.5,2.5
Van Uytvanck A.,Sabalenka A.,1.5357761489479604,2.071695478224785,0.4231254031105454,0.41249761602443846,1.36,3.0
Witthoeft C.,Schiavone F.,0.997553322216094,0.9882754982829763,0.452303458431002,0.6171729289498747,3.5,1.28
Arruabarrena L.,Suarez Navarro C.,1.5214276269186298,2.4330423987609118,0.4222244208170496,0.4129074948677198,2.25,1.57
Cornet A.,Makarova E.,2.0379408204749354,2.209872893158804,0.42259109261127664,0.45360348378783644,2.0,1.72
Goerges J.,Sakkari M.,2.7442795434886755,2.1957128278300337,0.39072738803496504,0.39824989918214926,1.53,2.37
Svitolina E.,Vekic D.,3.4957580665330306,1.8018150195638791,0.38496377059062015,0.3892675012009215,1.9,1.8
Jakupovic D.,Mertens E.,1.1929032782176785,2.81442163972748,0.5339832653790819,0.380708750713581,3.4,1.3
Tsurenko L.,Watson H.,2.1236192907755957,1.2566644463428165,0.41086390167445563,0.4522693898965342,1.33,3.25
Buzarnescu M.,Babos T.,2.3141701945084514,1.654396062866735,0.3726141681861648,0.408168854928463,1.22,4.0
Kvitova P.,Konta J.,3.3024770988495136,2.452882223586077,0.3861434740728898,0.386470535173117,1.14,5.5
Kasatkina D.,Pliskova Kr.,2.8868064264023925,1.8892832093898073,0.3576735107904269,0.3922239337684861,1.36,3.0
Martic P.,Vandeweghe C.,2.4430519078357302,2.54922084070456,0.4343248510684496,0.39480769198006943,4.0,1.22
Strycova B.,Brady J.,2.1766494278277424,1.1214002128890208,0.4113721563486745,0.5241314835353561,1.2,4.33
Muguruza G.,Pavlyuchenkova A.,2.9847604759059094,2.4078486652955515,0.38014658522223527,0.3956384213631877,2.1,1.66
Barty A.,Dodin O.,2.9725697019367696,0.9928516476065377,0.38111914659074253,0.5380962300277303,1.16,5.0
Safarova L.,Kostyuk M.,2.0416933330348552,1.6320361953590956,0.5160936202166565,0.8679185745013401,3.5,1.28
Kenin S.,Kozlova K.,1.5881491078972825,1.3184702492921727,0.5576325089687679,0.4933536809976602,2.62,1.44
Lottner A.,Sasnovich A.,1.1893632407707189,2.0204628581671784,0.5714527551614672,0.4255066114363152,2.5,1.5
Peterson R.,Collins D.,1.2385388789489027,2.2746146160495235,0.5318936632080745,0.47922554250429245,1.25,4.0
Garcia C.,Hsieh S.W.,3.0412978086989537,1.962721402562197,0.36842037153438,0.41649149507441285,1.57,2.37
Tomljanovic A.,Linette M.,1.7421861724761323,1.0510248947686267,0.4301846911563918,0.45831201912446584,1.3,3.5
Larsson J.,Cirstea S.,1.8773000621322042,1.7047924868395143,0.4108537744423898,0.41953679025579615,4.0,1.25
Hercog P.,Kuzmova V.,1.5055392698526286,1.8084458737759708,0.44500733533592624,0.5318396784481838,1.8,2.0
Sevastova A.,Kuznetsova S.,2.5014059884064306,1.8165916744442772,0.40561772791302925,0.47203517001548567,1.2,4.5
Azarenka V.,Voegele S.,2.8858504486341303,1.602058494040397,0.5021688686985365,0.4652599672334892,1.28,3.75
Rybarikova M.,Mladenovic K.,2.1169174130568695,1.6807998562514914,0.4015082921530344,0.4116468406597857,2.5,1.5
Jakupovic D.,Osaka N.,1.4687343456351505,2.8924375002313902,0.5074426382973595,0.37434007074384673,4.33,1.2
Svitolina E.,Cornet A.,3.5213070699063698,2.1445260312348178,0.3822601186779745,0.4129049975177953,1.66,2.1
Buzarnescu M.,Martic P.,2.3717399091702407,2.541049075706165,0.3676476791014603,0.4238790736489964,1.66,2.1
Riske A.,Kerber A.,2.0621867816302153,3.3529694346326564,0.4127055409321656,0.38389772623374396,3.0,1.36
Kenin S.,Van Uytvanck A.,1.7277320285441828,1.650574786860562,0.5359077023509047,0.41257856681344995,1.36,3.0
Maria T.,Witthoeft C.,0.724660768657277,1.1112489247737303,0.4622417468600013,0.44096045827603875,1.5,2.5
Stosur S.,Arruabarrena L.,1.7452710463572427,1.659084957144608,0.37351571317142457,0.41127811143697407,1.8,1.9
